,0,1,2
0,2700,0,408
1,2700,10,408
2,2700,20,460
3,2700,30,460
4,2700,40,460
5,2700,50,460
6,2700,60,460
7,2700,70,460
8,2700,80,460
9,2700,90,460
10,2700,100,460
11,3100,0,460
12,3100,10,422
13,3100,20,422
14,3100,30,422
15,3100,40,422
16,3100,50,422
17,3100,60,1007
18,3100,70,1007
19,3100,80,1007
20,3100,90,1007
21,3100,100,1007
22,3500,0,427
23,3500,10,427
24,3500,20,427
25,3500,30,427
26,3500,40,427
27,3500,50,784
28,3500,60,784
29,3500,70,784
